,Protein Name,Substrate,Subtype,Family,Family Name,Transporter Class,TC number,Entry,Entry Name,Protein names,Gene Symbol,Uniprot ID
1581,NP_000710,L-type calcium ion channel alpha 1C subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q13936,CAC1C_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",CACNA1C,Q13936
1582,NP_150375,potassium ion channel subfamily H member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NS40,KCNH7_HUMAN,Potassium voltage-gated channel subfamily H member 7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (hERG-3) (Voltage-gated potassium channel subunit Kv11.3),KCNH7,Q9NS40
1583,NP_775185,potassium ion channel subfamily H member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NS40,KCNH7_HUMAN,Potassium voltage-gated channel subfamily H member 7 (Ether-a-go-go-related gene potassium channel 3) (ERG-3) (Eag-related protein 3) (Ether-a-go-go-related protein 3) (hERG-3) (Voltage-gated potassium channel subunit Kv11.3),KCNH7,Q9NS40
1584,NP_653234,potassium ion channel subfamily H member 8,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q96L42,KCNH8_HUMAN,Potassium voltage-gated channel subfamily H member 8 (ELK1) (hElk1) (Ether-a-go-go-like potassium channel 3) (ELK channel 3) (ELK3) (Voltage-gated potassium channel subunit Kv12.1),KCNH8,Q96L42
1585,NP_062816,potassium ion channel subfamily KQT member 5,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NR82,KCNQ5_HUMAN,Potassium voltage-gated channel subfamily KQT member 5 (KQT-like 5) (Potassium channel subunit alpha KvLQT5) (Voltage-gated potassium channel subunit Kv7.5),KCNQ5,Q9NR82
1586,NP_060371,cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9ULQ1,TPC1_HUMAN,Two pore channel protein 1 (Two pore calcium channel protein 1) (Voltage-dependent calcium channel protein TPC1),TPCN1,Q9ULQ1
1587,NP_060371,cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,B3KSG7,B3KSG7_HUMAN,"cDNA FLJ36171 fis, clone TESTI2026215, highly similar to Homo sapiens two pore segment channel 1 (TPCN1), mRNA",TPCN1,B3KSG7
1588,NP_001032406,cyclic nucleotide-gated cation channel alpha 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q8IV77,CNGA4_HUMAN,Cyclic nucleotide-gated cation channel alpha-4 (Cyclic nucleotide-gated channel alpha-4) (CNG channel alpha-4) (CNG-4) (CNG4),CNGA4,Q8IV77
1589,NP_821138,cation channel,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q86XQ3,CTSR3_HUMAN,Cation channel sperm-associated protein 3 (CatSper3) (Ca(v)-like protein) (One-repeat calcium channel-like protein),CATSPER3,Q86XQ3
1590,NP_008851,sodium ion channel type I alpha subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,P35498,SCN1A_HUMAN,Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1),SCN1A,P35498
1591,NP_066919,T-type calcium ion channel alpha 1I subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9P0X4,CAC1I_HUMAN,Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3),CACNA1I,Q9P0X4
1592,NP_001003406,T-type calcium ion channel alpha 1I subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9P0X4,CAC1I_HUMAN,Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3),CACNA1I,Q9P0X4
1593,NP_066921,T-type calcium channel alpha-1H subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O95180,CAC1H_HUMAN,Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2),CACNA1H,O95180
1594,NP_001005407,T-type calcium channel alpha-1H subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O95180,CAC1H_HUMAN,Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2),CACNA1H,O95180
1595,NP_066921,T-type calcium channel alpha-1H subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,B3KQH9,B3KQH9_HUMAN,"cDNA FLJ90484 fis, clone NT2RP3003000, highly similar to Voltage-dependent T-type calcium channel subunit alpha-1H",CACNA1H,B3KQH9
1596,NP_001005407,T-type calcium channel alpha-1H subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,B3KQH9,B3KQH9_HUMAN,"cDNA FLJ90484 fis, clone NT2RP3003000, highly similar to Voltage-dependent T-type calcium channel subunit alpha-1H",CACNA1H,B3KQH9
1597,NP_002238,large conductance calcium-activated potassium channel subfamily M alpha member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q12791,KCMA1_HUMAN,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo)",KCNMA1,Q12791
1598,NP_001014797,large conductance calcium-activated potassium channel subfamily M alpha member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q12791,KCMA1_HUMAN,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo)",KCNMA1,Q12791
1599,NP_001014797,large conductance calcium-activated potassium channel subfamily M alpha member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q59FH2,Q59FH2_HUMAN,"Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)",KCNMA1,Q59FH2
1600,NP_001017425,potassium ion channel subfamily K member 2 isoform 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O95069,KCNK2_HUMAN,Potassium channel subfamily K member 2 (Outward rectifying potassium channel protein TREK-1) (TREK-1 K(+) channel subunit) (Two pore domain potassium channel TREK-1) (Two pore potassium channel TPKC1),KCNK2,O95069
1601,NP_001017424,potassium ion channel subfamily K member 2 isoform 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O95069,KCNK2_HUMAN,Potassium channel subfamily K member 2 (Outward rectifying potassium channel protein TREK-1) (TREK-1 K(+) channel subunit) (Two pore domain potassium channel TREK-1) (Two pore potassium channel TPKC1),KCNK2,O95069
1602,NP_055032,potassium ion channel subfamily K member 2 isoform 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O95069,KCNK2_HUMAN,Potassium channel subfamily K member 2 (Outward rectifying potassium channel protein TREK-1) (TREK-1 K(+) channel subunit) (Two pore domain potassium channel TREK-1) (Two pore potassium channel TPKC1),KCNK2,O95069
1603,NP_001017425,potassium ion channel subfamily K member 2 isoform 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q6ZW95,Q6ZW95_HUMAN,"Potassium two pore domain channel subfamily K member 2 (cDNA FLJ41415 fis, clone BRHIP2001805, moderately similar to Homo sapiens TREK-1 potassium channel (KCNK2) mRNA)",KCNK2,Q6ZW95
1604,NP_001017424,potassium ion channel subfamily K member 2 isoform 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q6ZW95,Q6ZW95_HUMAN,"Potassium two pore domain channel subfamily K member 2 (cDNA FLJ41415 fis, clone BRHIP2001805, moderately similar to Homo sapiens TREK-1 potassium channel (KCNK2) mRNA)",KCNK2,Q6ZW95
1605,NP_055032,potassium ion channel subfamily K member 2 isoform 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q6ZW95,Q6ZW95_HUMAN,"Potassium two pore domain channel subfamily K member 2 (cDNA FLJ41415 fis, clone BRHIP2001805, moderately similar to Homo sapiens TREK-1 potassium channel (KCNK2) mRNA)",KCNK2,Q6ZW95
1606,NP_001017424,potassium ion channel subfamily K member 2 isoform 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,U3N834,U3N834_HUMAN,Potassium channel subfamily k member 2 variant 1,KCNK2,U3N834
1607,NP_055032,potassium ion channel subfamily K member 2 isoform 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,U3N6F0,U3N6F0_HUMAN,Potassium channel subfamily k member 2 variant 2,KCNK2,U3N6F0
1608,NP_001027006,potassium ion channel subfamily U member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A8MYU2,KCNU1_HUMAN,"Potassium channel subfamily U member 1 (Calcium-activated potassium channel subunit alpha-3) (Calcium-activated potassium channel, subfamily M subunit alpha-3) (KCa5) (Slowpoke homolog 3)",KCNU1,A8MYU2
1609,NP_001034663,potassium ion channel Shaw-related subfamily C member 4,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q03721,KCNC4_HUMAN,Potassium voltage-gated channel subfamily C member 4 (KSHIIIC) (Voltage-gated potassium channel subunit Kv3.4),KCNC4,Q03721
1610,NP_004969,potassium ion channel Shaw-related subfamily C member 5,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q03721,KCNC4_HUMAN,Potassium voltage-gated channel subfamily C member 4 (KSHIIIC) (Voltage-gated potassium channel subunit Kv3.4),KCNC4,Q03721
1611,NP_008853,sodium ion channel type III subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NY46,SCN3A_HUMAN,Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3),SCN3A,Q9NY46
1612,NP_001075146,sodium ion channel type III subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NY46,SCN3A_HUMAN,Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3),SCN3A,Q9NY46
1613,NP_001075145,sodium ion channel type III subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9NY46,SCN3A_HUMAN,Sodium channel protein type 3 subunit alpha (Sodium channel protein brain III subunit alpha) (Sodium channel protein type III subunit alpha) (Voltage-gated sodium channel subtype III) (Voltage-gated sodium channel subunit alpha Nav1.3),SCN3A,Q9NY46
1614,NP_001075145,sodium ion channel type III subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9C007,Q9C007_HUMAN,Sodium channel protein,SCN3A,Q9C007
1615,NP_000326,sodium ion channel type V subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q14524,SCN5A_HUMAN,Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1),SCN5A,Q14524
1616,NP_001092875,sodium ion channel type V subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q14524,SCN5A_HUMAN,Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1),SCN5A,Q14524
1617,NP_001092874,sodium ion channel type V subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q14524,SCN5A_HUMAN,Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1),SCN5A,Q14524
1618,NP_932173,sodium ion channel type V subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q14524,SCN5A_HUMAN,Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1),SCN5A,Q14524
1619,NP_000326,sodium ion channel type V subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q86V90,Q86V90_HUMAN,SCN5A protein,SCN5A,Q86V90
1620,NP_001092875,sodium ion channel type V subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,E9PG18,E9PG18_HUMAN,Sodium channel protein,SCN5A,E9PG18
1621,NP_001092874,sodium ion channel type V subunit alpha,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,H9KVD2,H9KVD2_HUMAN,Sodium channel protein,SCN5A,H9KVD2
1622,NP_005131,cyclic nucleotide-gated cation channel (CNG channel 2),,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q16280,CNGA2_HUMAN,Cyclic nucleotide-gated olfactory channel (Cyclic nucleotide-gated cation channel 2) (Cyclic nucleotide-gated channel alpha-2) (CNG channel alpha-2) (CNG-2) (CNG2),CNGA2,Q16280
1623,NP_005131,cyclic nucleotide-gated cation channel (CNG channel 2),,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,B3KXY3,B3KXY3_HUMAN,"cDNA FLJ46312 fis, clone TESTI4040559, highly similar to Homo sapiens cyclic nucleotide gated channel alpha 2 (CNGA2), mRNA",CNGA2,B3KXY3
1624,NP_036416,potassium ion channel subfamily H member 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9ULD8,KCNH3_HUMAN,Potassium voltage-gated channel subfamily H member 3 (Brain-specific eag-like channel 1) (BEC1) (Ether-a-go-go-like potassium channel 2) (ELK channel 2) (ELK2) (Voltage-gated potassium channel subunit Kv12.2),KCNH3,Q9ULD8
1625,NP_065748,potassium ion channel subfamily S member 2,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9ULS6,KCNS2_HUMAN,Potassium voltage-gated channel subfamily S member 2 (Delayed-rectifier K(+) channel alpha subunit 2) (Voltage-gated potassium channel subunit Kv9.2),KCNS2,Q9ULS6
1626,NP_065873,potassium ion channel subfamily T member 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q5JUK3,KCNT1_HUMAN,Potassium channel subfamily T member 1 (KCa4.1),KCNT1,Q5JUK3
1627,NP_065948,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9P1Z3,HCN3_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,HCN3,Q9P1Z3
1628,NP_001035233,sodium ion channel type II alpha subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q99250,SCN2A_HUMAN,Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2),SCN2A,Q99250
1629,NP_001035232,sodium ion channel type II alpha subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q99250,SCN2A_HUMAN,Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2),SCN2A,Q99250
1630,NP_066287,sodium ion channel type II alpha subunit,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q99250,SCN2A_HUMAN,Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2),SCN2A,Q99250
1631,NP_066550,hyperpolarization activated cyclic nucleotide-gated potassium ion channel 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O60741,HCN1_HUMAN,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 (Brain cyclic nucleotide-gated channel 1) (BCNG-1),HCN1,O60741
1632,NP_066550,hyperpolarization activated cyclic nucleotide-gated potassium ion channel 1,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q86WJ6,Q86WJ6_HUMAN,Hyperpolarization activated cyclic nucleotide-gated potassium channel,HCN1,Q86WJ6
1633,NP_203133,potassium ion channel subfamily K member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9Y2U2,KCNK7_HUMAN,Potassium channel subfamily K member 7,KCNK7,Q9Y2U2
1634,NP_005705,potassium ion channel subfamily K member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9Y2U2,KCNK7_HUMAN,Potassium channel subfamily K member 7,KCNK7,Q9Y2U2
1635,NP_258416,potassium ion channel subfamily K member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9Y2U2,KCNK7_HUMAN,Potassium channel subfamily K member 7,KCNK7,Q9Y2U2
1636,NP_203134,potassium ion channel subfamily K member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q9Y2U2,KCNK7_HUMAN,Potassium channel subfamily K member 7,KCNK7,Q9Y2U2
1637,NP_005705,potassium ion channel subfamily K member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A0A024R5F5,A0A024R5F5_HUMAN,"Potassium channel, subfamily K, member 7, isoform CRA_b",KCNK7,A0A024R5F5
1638,NP_258416,potassium ion channel subfamily K member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A0A024R5B0,A0A024R5B0_HUMAN,"Potassium channel, subfamily K, member 7, isoform CRA_c",KCNK7,A0A024R5B0
1639,NP_203134,potassium ion channel subfamily K member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,A0A024R5B0,A0A024R5B0_HUMAN,"Potassium channel, subfamily K, member 7, isoform CRA_c",KCNK7,A0A024R5B0
1640,NP_258416,potassium ion channel subfamily K member 7,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q3SYI1,Q3SYI1_HUMAN,"Potassium channel, subfamily K, member 7",KCNK7,Q3SYI1
1641,NP_862823,potassium ion channel subfamily K member 18 (two-pore domain potassium channel TRESK-1),,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,Q7Z418,KCNKI_HUMAN,Potassium channel subfamily K member 18 (TWIK-related individual potassium channel) (TWIK-related spinal cord potassium channel),KCNK18,Q7Z418
1642,NP_938202,T-type calcium ion channel subunit alpha-1G,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O43497,CAC1G_HUMAN,Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1),CACNA1G,O43497
1643,NP_938194,T-type calcium ion channel subunit alpha-1G,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O43497,CAC1G_HUMAN,Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1),CACNA1G,O43497
1644,NP_938201,T-type calcium ion channel subunit alpha-1G,,VIC,The Voltage-gated Ion Channel (VIC) Superfamily,Ion Channels,1.A.1,O43497,CAC1G_HUMAN,Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1),CACNA1G,O43497
